333.348	1.0
333.679	4.0
334.011	5.0
334.343	0.0
334.674	0.0
335.006	2.0
335.338	3.0
335.670	2.0
336.002	7.0
336.334	5.0
336.666	6.0
336.998	6.0
337.330	2.0
337.662	-1.0
337.994	2.0
338.326	1.0
338.658	0.0
338.990	-2.0
339.323	-2.0
339.655	-1.0
339.987	-3.0
340.320	-2.0
340.652	0.0
340.984	1.0
341.317	0.0
341.649	0.0
341.982	4.0
342.314	3.0
342.647	-4.0
342.979	-1.0
343.312	-2.0
343.645	-1.0
343.978	0.0
344.310	1.0
344.643	-2.0
344.976	0.0
345.309	0.0
345.642	-3.0
345.975	2.0
346.308	-1.0
346.641	2.0
346.974	-2.0
347.307	-2.0
347.640	1.0
347.973	1.0
348.306	-1.0
348.639	1.0
348.972	2.0
349.306	1.0
349.639	0.0
349.972	1.0
350.306	-1.0
350.639	2.0
350.972	5.0
351.306	4.0
351.639	4.0
351.973	6.0
352.306	5.0
352.640	6.0
352.974	14.0
353.307	10.0
353.641	5.0
353.975	2.0
354.309	2.0
354.642	3.0
354.976	8.0
355.310	12.0
355.644	11.0
355.978	21.0
356.312	24.0
356.646	32.0
356.980	34.0
357.314	30.0
357.648	22.0
357.982	12.0
358.316	4.0
358.651	-1.0
358.985	0.0
359.319	-2.0
359.653	-2.0
359.988	-1.0
360.322	2.0
360.656	1.0
360.991	4.0
361.325	3.0
361.660	2.0
361.994	2.0
362.329	2.0
362.664	1.0
362.998	0.0
363.333	-3.0
363.668	1.0
364.002	3.0
364.337	4.0
364.672	2.0
365.007	2.0
365.342	2.0
365.676	6.0
366.011	4.0
366.346	3.0
366.681	2.0
367.016	-2.0
367.351	-1.0
367.687	-2.0
368.022	-3.0
368.357	0.0
368.692	1.0
369.027	1.0
369.363	4.0
369.698	5.0
370.033	7.0
370.369	4.0
370.704	5.0
371.039	0.0
371.375	-2.0
371.710	2.0
372.046	1.0
372.381	0.0
372.717	4.0
373.053	6.0
373.388	4.0
373.724	11.0
374.060	16.0
374.395	14.0
374.731	18.0
375.067	17.0
375.403	8.0
375.739	4.0
376.075	3.0
376.411	-3.0
376.747	1.0
377.083	5.0
377.419	1.0
377.755	8.0
378.091	11.0
378.427	10.0
378.763	11.0
379.099	20.0
379.436	15.0
379.772	18.0
380.108	23.0
380.445	10.0
380.781	4.0
381.117	4.0
381.454	-3.0
381.790	1.0
382.127	2.0
382.463	3.0
382.800	6.0
383.137	2.0
383.473	1.0
383.810	4.0
384.147	8.0
384.483	-1.0
384.820	4.0
385.157	5.0
385.494	4.0
385.831	5.0
386.167	11.0
386.504	7.0
386.841	15.0
387.178	15.0
387.515	19.0
387.852	25.0
388.189	40.0
388.527	46.0
388.864	63.0
389.201	93.0
389.538	126.0
389.875	171.0
390.213	197.0
390.550	206.0
390.887	248.0
391.225	222.0
391.562	104.0
391.899	19.0
392.237	6.0
392.574	7.0
392.912	5.0
393.250	8.0
393.587	3.0
393.925	5.0
394.262	8.0
394.600	-1.0
394.938	1.0
395.276	9.0
395.613	6.0
395.951	4.0
396.289	6.0
396.627	3.0
396.965	2.0
397.303	8.0
397.641	3.0
397.979	7.0
398.317	11.0
398.655	11.0
398.993	15.0
399.331	15.0
399.669	10.0
400.008	3.0
400.346	3.0
400.684	-5.0
401.022	4.0
401.361	10.0
401.699	2.0
402.037	4.0
402.376	7.0
402.714	3.0
403.053	5.0
403.391	10.0
403.730	3.0
404.068	7.0
404.407	9.0
404.746	11.0
405.084	14.0
405.423	16.0
405.762	9.0
406.101	8.0
406.439	6.0
406.778	6.0
407.117	1.0
407.456	3.0
407.795	1.0
408.134	3.0
408.473	5.0
408.812	2.0
409.151	1.0
409.490	2.0
409.829	2.0
410.168	2.0
410.508	5.0
410.847	0.0
411.186	5.0
411.525	6.0
411.865	3.0
412.204	2.0
412.543	7.0
412.883	3.0
413.222	8.0
413.562	5.0
413.901	4.0
414.241	1.0
414.580	8.0
414.920	0.0
415.259	6.0
415.599	3.0
415.939	5.0
416.278	3.0
416.618	8.0
416.958	2.0
417.298	3.0
